Navn;Land;Rang;Position;Pris;Markedsværdi (EUR);Værdi-indeks;Popularitet;Ude af spil;Program R1-3;Runde 1;Runde 2;Runde 3;Runde 4;Runde 5;Runde 6;Runde 7;Runde 8
Martin Baturina;Kroatien;16;Midtbane;3000000;30000000;10.0;0.0009299557341070565;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Petar Sucic;Kroatien;16;Midtbane;3000000;40000000;13.33;0.001004352192835621;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Nikola Vlasic;Kroatien;16;Midtbane;3000000;10000000;3.33;0.000855559275378492;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Pascal Gross;Tyskland;4;Midtbane;3000000;2500000;0.83;0.0030688539225532867;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Felix Nmecha;Tyskland;4;Midtbane;3000000;50000000;16.67;0.03985790276382844;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Assan Ouedraogo;Tyskland;4;Midtbane;3000000;28000000;9.33;0.002752668972956887;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Jamie Leweling;Tyskland;4;Midtbane;3000000;40000000;13.33;0.002185395975151583;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Warren Zaire-Emery;Frankrig;1;Midtbane;3000000;80000000;26.67;0.011791838708477477;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Eduardo Camavinga;Frankrig;1;Midtbane;3000000;80000000;26.67;7.439645872856452e-05;Ja;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
N'Golo Kante;Frankrig;1;Midtbane;3000000;4000000;1.33;0.022142246029089017;Nej;2.3;Senegal 16/6;Irak 22/6;Norge 26/6;;;;;
Frenkie de Jong;Holland;7;Midtbane;3000000;35000000;11.67;0.08242197671390841;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Quinten Timber;Holland;7;Midtbane;3000000;25000000;8.33;0.0015344269612766433;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Pablo Barrios;Spanien;3;Midtbane;3000000;50000000;16.67;3.719822936428226e-05;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Crysencio Summerville;Holland;7;Midtbane;3000000;35000000;11.67;0.014776996614961128;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Aleix Garcia;Spanien;3;Midtbane;3000000;20000000;6.67;8.369601606963509e-05;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Jesper Karlström;Sverige;14;Midtbane;3000000;4000000;1.33;0.0011996428969981029;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Pablo Fornals;Spanien;3;Midtbane;3000000;9000000;3.0;2.7898672023211696e-05;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Roony Bardghji;Sverige;14;Midtbane;3000000;9000000;3.0;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Ibrahim Maza;Algeriet;23;Midtbane;3000000;45000000;15.0;0.001171744224974891;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Connor Metcalfe;Australien;37;Midtbane;3000000;1500000;0.5;0.0006323698991927984;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Andrey Santos;Brasilien;6;Midtbane;3000000;25000000;8.33;4.6497786705352825e-05;Ja;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Danilo dos Santos;Brasilien;6;Midtbane;3000000;32000000;10.67;0.011791838708477477;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Ibrahim Sangare;Elfenbenskysten;12;Midtbane;3000000;20000000;6.67;0.0010787486515641855;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Franck Kessie;Elfenbenskysten;12;Midtbane;3000000;12000000;4.0;0.004835769817356694;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Eberechi Eze;England;2;Midtbane;3000000;65000000;21.67;0.02981438083547223;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Thomas Partey;Ghana;25;Midtbane;3000000;2000000;0.67;0.002780567644980099;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Keito Nakamura;Japan;21;Midtbane;3000000;10000000;3.33;0.004203399918163896;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Hee-Chan Hwang;Sydkorea;33;Midtbane;3000000;6000000;2.0;0.0022225942045158652;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Edson Alvarez;Mexico;26;Midtbane;3000000;15000000;5.0;0.015009485548487892;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Elijah Just;New Zealand;43;Midtbane;3000000;2500000;0.83;0.0003161849495963992;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Orbelin Pineda;Mexico;26;Midtbane;3000000;7000000;2.33;0.004473087081054942;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Erick Sanchez;Mexico;26;Midtbane;3000000;7500000;2.5;0.00013019380277498792;Ja;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Alejandro Romero Gamarra;Paraguay;30;Midtbane;3000000;4500000;1.5;0.0008369601606963508;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Ramon Sosa;Paraguay;30;Midtbane;3000000;10000000;3.33;0.0001859911468214113;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Diego Gomez;Paraguay;30;Midtbane;3000000;25000000;8.33;0.0015065282892534316;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Sphephelo Yaya Sithole;Sydafrika;40;Midtbane;3000000;600000;0.2;0.00033478406427854036;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Thalente Mbatha;Sydafrika;40;Midtbane;3000000;2000000;0.67;0.00020459026150355242;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Rodrigo Bentancur;Uruguay;19;Midtbane;3000000;20000000;6.67;0.0023992857939962057;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Juan Manuel Sanabria;Uruguay;19;Midtbane;3000000;4000000;1.33;0.00044637875237138713;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Nicolas de la Cruz;Uruguay;19;Midtbane;3000000;8000000;2.67;0.0011066473235873972;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Brenden Aaronson;USA;17;Midtbane;3000000;22000000;7.33;0.003478034445560391;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Giovanni Reyna;USA;17;Midtbane;3000000;4000000;1.33;0.002417884908678347;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Sebastian Berhalter;USA;17;Midtbane;3000000;8000000;2.67;0.0004184800803481754;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Tyler Adams;USA;17;Midtbane;3000000;25000000;8.33;0.0022783915485622883;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Jefferson Lerma;Colombia;22;Midtbane;3000000;6000000;2.0;0.0030688539225532867;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Kendry Paez;Ecuador;20;Midtbane;3000000;8000000;2.67;0.0013298366997730909;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Kevin Castano;Colombia;22;Midtbane;3000000;5000000;1.67;0.0003161849495963992;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Jhon Arias;Colombia;22;Midtbane;3000000;15000000;5.0;0.07113231410184875;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Moises Caicedo;Ecuador;20;Midtbane;3000000;100000000;33.33;0.011308261726741807;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
John Yeboah;Ecuador;20;Midtbane;3000000;5500000;1.83;0.0018134136815087603;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Alan Minda;Ecuador;20;Midtbane;3000000;3000000;1.0;0.0010415504221999033;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Amar Memic;Bosnien-Hercegovina;31;Midtbane;3000000;4500000;1.5;0.0005765725551463751;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Armin Gigovic;Bosnien-Hercegovina;31;Midtbane;3000000;2500000;0.83;0.0006695681285570807;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Benjamin Tahirovic;Bosnien-Hercegovina;31;Midtbane;3000000;4500000;1.5;0.003161849495963992;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Esmir Bajraktarevic;Bosnien-Hercegovina;31;Midtbane;3000000;8000000;2.67;0.0025480787114533347;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Mehdi Ghayedi;Iran;44;Midtbane;3000000;4500000;1.5;0.000641669456533869;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Ivan Sunjic;Bosnien-Hercegovina;31;Midtbane;3000000;2000000;0.67;0.0001859911468214113;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Axel Witsel;Belgien;9;Midtbane;3000000;1200000;0.4;0.006156306959788714;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Ali Jasim;Irak;46;Midtbane;3000000;500000;0.17;0.00045567830971245766;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Amadou Onana;Belgien;9;Midtbane;3000000;45000000;15.0;0.019268682810698212;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Amir Al Ammari;Irak;46;Midtbane;3000000;1000000;0.33;0.0003533831789606815;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Mahmoud Trezeguet;Egypten;34;Midtbane;3000000;4500000;1.5;0.0009857530781534798;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Marwan Ateya;Egypten;34;Midtbane;3000000;4000000;1.33;0.00029758583491425807;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Ibrahim Adel;Egypten;34;Midtbane;3000000;2500000;0.83;0.0007718632593088569;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Ahmed Zizo;Egypten;34;Midtbane;3000000;3500000;1.17;0.0014414313878659377;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Azzedine Ounahi;Marokko;11;Midtbane;3000000;10000000;3.33;0.0033664397574675446;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Bilal El Khannouss;Marokko;11;Midtbane;3000000;35000000;11.67;0.0030316556931890043;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Eliesse Ben Seghir;Marokko;11;Midtbane;3000000;30000000;10.0;3.719822936428226e-05;Ja;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Lamine Camara;Senegal;13;Midtbane;3000000;40000000;13.33;0.0007160659152624335;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Neil El Aynaoui;Marokko;11;Midtbane;3000000;23000000;7.67;0.0009950526354945504;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Iliman Ndiaye;Senegal;13;Midtbane;3000000;55000000;18.33;0.005933117583603021;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Pape Alassane Gueye;Senegal;13;Midtbane;3000000;40000000;13.33;0.0005579734404642339;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Idrissa Gana Gueye;Senegal;13;Midtbane;3000000;500000;0.17;0.0011159468809284678;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Rani Khedira;Tunesien;35;Midtbane;3000000;2000000;0.67;0.00017669158948034074;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Ferjani Sassi;Tunesien;35;Midtbane;3000000;1400000;0.47;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Hannibal Mejbri;Tunesien;35;Midtbane;3000000;15000000;5.0;0.000427779637689246;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Mohamed Kanno;Saudi-Arabien;41;Midtbane;3000000;800000;0.27;0.00013019380277498792;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Salem Al-Dawsari;Saudi-Arabien;41;Midtbane;3000000;1200000;0.4;0.0004184800803481754;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Ben Doak;Skotland;29;Midtbane;3000000;15000000;5.0;0.0036919242644050144;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Jonathan Osorio;Canada;28;Midtbane;3000000;1000000;0.33;0.0004928765390767399;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Billy Gilmour;Skotland;29;Midtbane;3000000;16000000;5.33;0.0001580924747981996;Ja;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Mousa Tamari;Jordan;48;Midtbane;3000000;10000000;3.33;0.00026968716289104636;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Ali Ahmed;Canada;28;Midtbane;3000000;5000000;1.67;0.0008741583900606331;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Nathan Saliba;Canada;28;Midtbane;3000000;7500000;2.5;0.0003254845069374698;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Ismael Kone;Canada;28;Midtbane;3000000;25000000;8.33;0.0011531451102927501;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Liam Millar;Canada;28;Midtbane;3000000;3000000;1.0;0.0005393743257820927;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Juninho Bacuna;Curaçao;45;Midtbane;3000000;1700000;0.57;0.0003812818509838932;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Sander Berge;Norge;10;Midtbane;3000000;25000000;8.33;0.006184205631811926;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Fredrik Aursnes;Norge;10;Midtbane;3000000;15000000;5.0;0.002585276940817617;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Oscar Bobb;Norge;10;Midtbane;3000000;28000000;9.33;0.011968530297957818;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Danley Jean Jacques;Haiti;39;Midtbane;3000000;3000000;1.0;0.000213889818844623;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Meschack Elia;Congo DR;32;Midtbane;3000000;1500000;0.5;0.00020459026150355242;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Jean-Ricner Bellegarde;Haiti;39;Midtbane;3000000;16000000;5.33;0.00017669158948034074;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Theo Bongonda;Congo DR;32;Midtbane;3000000;3000000;1.0;0.00025108804820890524;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Samuel Moutoussamy;Congo DR;32;Midtbane;3000000;1200000;0.4;0.0001859911468214113;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Fiston Mayele;Congo DR;32;Angreb;3000000;1800000;0.6;2.7898672023211696e-05;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Frantzdy Pierrot;Haiti;39;Angreb;3000000;1500000;0.5;1.859911468214113e-05;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Wilson Isidor;Haiti;39;Angreb;3000000;18000000;6.0;0.00016739203213927018;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Don Deedson Louicius;Haiti;39;Angreb;3000000;1200000;0.4;0.00011159468809284678;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Jearl Margaritha;Curaçao;45;Angreb;3000000;1000000;0.33;0.00020459026150355242;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Jørgen Strand Larsen;Norge;10;Angreb;3000000;40000000;13.33;0.004333593720938883;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Ryan Mendes Da Graça;Kap Verde;38;Angreb;3000000;200000;0.07;1.859911468214113e-05;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Dailon Livramento;Kap Verde;38;Angreb;3000000;800000;0.27;0.00012089424543391734;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Eldor Shomurodov;Usbekistan;36;Angreb;3000000;7000000;2.33;0.000213889818844623;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Promise David;Canada;28;Angreb;3000000;17000000;5.67;0.0004184800803481754;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Cyle Christopher Larin;Canada;28;Angreb;3000000;2500000;0.83;0.000641669456533869;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Che Adams;Skotland;29;Angreb;3000000;5000000;1.67;0.009857530781534798;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Ahmed Alaaeldin Abdelmotaal;Qatar;47;Angreb;3000000;300000;0.1;2.7898672023211696e-05;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Almoez Ali;Qatar;47;Angreb;3000000;2500000;0.83;0.0003254845069374698;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Pape Cherif Ndiaye;Senegal;13;Angreb;3000000;5000000;1.67;0.00026968716289104636;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Abde Ezzalzouli;Marokko;11;Angreb;3000000;15000000;5.0;0.002975858349142581;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Jose Fajardo;Panama;42;Angreb;3000000;550000;0.18;0.0001859911468214113;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Mohanad Ali;Irak;46;Angreb;3000000;1200000;0.4;0.00013949336011605847;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Haris Tabakovic;Bosnien-Hercegovina;31;Angreb;3000000;3500000;1.17;0.00027898672023211695;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Mohammad Mohebi;Iran;44;Angreb;3000000;2500000;0.83;0.00012089424543391734;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Amirhossein Hosseinzadeh;Iran;44;Angreb;3000000;2200000;0.73;3.719822936428226e-05;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Ermedin Demirovic;Bosnien-Hercegovina;31;Angreb;3000000;22000000;7.33;0.0012647397983855968;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Kevin Rodriguez;Ecuador;20;Angreb;3000000;6000000;2.0;0.0004184800803481754;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Jhon Cordoba;Colombia;22;Angreb;3000000;10000000;3.33;0.0006974668005802924;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Patrick Agyemang;USA;17;Angreb;3000000;2500000;0.83;9.299557341070565e-06;Ja;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Timothy Weah;USA;17;Angreb;3000000;20000000;6.67;0.0011159468809284678;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Agustin Alvarez;Uruguay;19;Angreb;3000000;4000000;1.33;2.7898672023211696e-05;Ja;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Thapelo Morena;Sydafrika;40;Angreb;3000000;1200000;0.4;0;Ja;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Rodrigo Aguirre;Uruguay;19;Angreb;3000000;2300000;0.77;0.0003812818509838932;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Julian Quinones;Mexico;26;Angreb;3000000;14000000;4.67;0.006602685712160101;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
German Berterame;Mexico;26;Angreb;3000000;7000000;2.33;0;Ja;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Iñaki Williams;Ghana;25;Angreb;3000000;8000000;2.67;0.0032734441840568387;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Jordan Ayew;Ghana;25;Angreb;3000000;1000000;0.33;0.00640739500799762;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Kamaldeen Sulemana;Ghana;25;Angreb;3000000;17000000;5.67;0.0007997619313320686;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Jarrod Bowen;England;2;Angreb;3000000;45000000;15.0;9.299557341070565e-06;Ja;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Yan Diomande;Elfenbenskysten;12;Angreb;3000000;90000000;30.0;0.01381914220883086;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Evann Guessand;Elfenbenskysten;12;Angreb;3000000;25000000;8.33;0.0005300747684410222;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Martial Godo;Elfenbenskysten;12;Angreb;3000000;22000000;7.33;0;Ja;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Rayan;Brasilien;6;Angreb;3000000;60000000;20.0;0.002073801287058736;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Luiz Henrique;Brasilien;6;Angreb;3000000;24000000;8.0;0.0019343079269426775;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Mohamed Toure;Australien;37;Angreb;3000000;8000000;2.67;0.00033478406427854036;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Amine Gouiri;Algeriet;23;Angreb;3000000;28000000;9.33;0.0006230703418517279;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Baghdad Bounedjah;Algeriet;23;Angreb;3000000;2800000;0.93;0;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Benjamin Nygren;Sverige;14;Angreb;3000000;14000000;4.67;0.0018413123535319718;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Victor Munoz;Spanien;3;Angreb;3000000;30000000;10.0;0.0018041141241676897;Nej;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Samuel Aghehowa;Spanien;3;Angreb;3000000;50000000;16.67;0;Ja;1.3;Kap Verde 15/6;Saudi-Arabien 21/6;Uruguay 27/6;;;;;
Noa Lang;Holland;7;Angreb;3000000;22000000;7.33;0.0009206561767659859;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Wout Weghorst;Holland;7;Angreb;3000000;2000000;0.67;0.002352788007290853;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Marco Pasalic;Kroatien;16;Angreb;3000000;6500000;2.17;0.0006044712271695867;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Baris Alper Yilmaz;Tyrkiet;15;Angreb;3000000;30000000;10.0;0.00889967637540453;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Tomas Chory;Tjekkiet;27;Angreb;3000000;2700000;0.9;0.00025108804820890524;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Christian Fassnacht;Schweiz;18;Angreb;3000000;2000000;0.67;0.00043707919503031654;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Aurele Amenda;Schweiz;18;Forsvar;2500000;10000000;4.0;0.0014228322731837965;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Miro Muheim;Schweiz;18;Forsvar;2500000;5000000;2.0;0.0006602685712160101;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Robin Hranac;Tjekkiet;27;Forsvar;2500000;10000000;4.0;0.00043707919503031654;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Martin Vitik;Tjekkiet;27;Forsvar;2500000;15000000;6.0;0;Ja;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Jaroslav Zeleny;Tjekkiet;27;Forsvar;2500000;600000;0.24;0.0004184800803481754;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Samet Akaydin;Tyrkiet;15;Forsvar;2500000;1200000;0.48;0.00024178849086783468;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Zeki Celik;Tyrkiet;15;Forsvar;2500000;14000000;5.6;0.0037477216084514375;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Ozan Kabak;Tyrkiet;15;Forsvar;2500000;15000000;6.0;0.0022225942045158652;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Caglar Soyuncu;Tyrkiet;15;Forsvar;2500000;3500000;1.4;0.001348435814455232;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Kevin Danso;Østrig;24;Forsvar;2500000;20000000;8.0;0.003933712755272849;Nej;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Phillipp Mwene;Østrig;24;Forsvar;2500000;1500000;0.6;0.01581854703716103;Nej;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
Maximilian Wöber;Østrig;24;Forsvar;2500000;8000000;3.2;0;Ja;2.0;Jordan 17/6;Argentina 22/6;Algeriet 28/6;;;;;
